age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
39,46606.52,647,19581.56,31.8,5.0,4.0,6027.74,7,9693.55,Male,Full-Time,PhD,Education,North,,2023,36,2023-12-28,0
68,33057.93,640,32189.0,24.84,3.0,5.0,729.0,1,6108.41,Female,Full-Time,Master,Home,North,Widowed,2012,60,2012-11-21,0
36,38864.75,676,20856.29,23.89,6.0,,,0,12788.92,Female,Part-Time,PhD,Personal,South,,2018,36,2018-09-15,0
28,38014.57,678,8456.97,53.73,6.0,6.5,1411.82,5,,Male,Part-Time,,Car,West,Married,2011,36,2011-12-17,0
68,,708,8705.5,27.51,6.0,3.1,1598.42,4,14772.32,Male,Self-Employed,,Education,West,Divorced,2015,12,2015-05-14,0
60,188453.4,490,12377.41,18.22,,0.1,2650.3,5,40267.24,Male,Part-Time,PhD,Education,South,,2023,48,2023-09-23,1
62,104329.98,652,30972.35,11.88,2.0,9.7,10123.74,8,30739.53,Female,Full-Time,High School,Business,South,Married,2022,84,2022-07-12,0
43,53262.69,529,9963.01,14.53,6.0,0.1,384.74,3,12945.72,Male,Retired,,Business,Central,Married,2016,60,2016-11-11,1
37,84752.75,745,7061.75,58.2,6.0,6.3,1190.66,7,23060.07,Male,Full-Time,High School,Medical,North,Married,2024,36,2024-09-26,1
47,76975.69,639,19190.65,17.71,2.0,1.9,9845.16,7,14554.45,Male,Self-Employed,Master,Education,South,Single,2019,48,2019-08-03,0
67,57358.6,592,3647.13,27.18,1.0,3.1,302.55,3,14356.01,Male,Full-Time,Master,Education,South,Single,2012,48,2012-08-17,1
50,96904.66,533,8174.91,15.16,2.0,6.4,8875.77,6,,Female,Retired,,Car,East,Married,2016,84,2016-05-01,1
55,,590,10649.23,9.42,5.0,10.9,7037.33,5,14003.95,Female,Retired,Master,Medical,South,Married,2018,84,2018-06-04,0
18,206103.21,645,11211.66,4.96,3.0,0.2,1723.82,5,57117.28,Male,Self-Employed,Bachelor,Car,Central,Married,2020,60,2020-06-26,1
36,18809.13,610,5652.31,1.63,5.0,9.3,4915.74,7,5314.0,Female,Full-Time,,Business,West,Married,2019,24,2019-08-09,0
56,16158.92,651,8057.56,6.79,0.0,2.7,,7,2713.91,Female,Retired,Master,Car,Central,Widowed,2021,36,2021-07-11,1
30,14922.67,597,21612.48,47.49,3.0,8.2,965.38,5,,Male,Self-Employed,,Home,Central,Married,2024,84,2024-09-09,1
73,133206.19,689,9029.35,48.34,4.0,1.4,1203.18,2,24412.29,Male,Unemployed,Bachelor,Business,North,Married,2011,24,2011-11-26,1
30,73851.49,597,8336.96,5.79,3.0,3.3,2922.31,5,25571.19,Male,Full-Time,Bachelor,Medical,Central,Married,2023,48,2023-10-24,0
51,88405.72,637,5223.83,34.71,6.0,0.2,553.31,0,19324.83,Male,Full-Time,Bachelor,Education,South,Married,2018,60,2018-09-22,1
62,,755,6398.65,66.75,3.0,0.5,23294.07,0,13608.08,Male,Retired,High School,Medical,North,,2014,48,2014-04-13,0
66,33467.26,579,17469.69,50.12,4.0,10.9,747.67,7,9747.94,Female,Part-Time,Bachelor,Car,Central,Married,2020,36,2020-02-22,1
31,19966.73,663,12637.99,28.75,4.0,3.3,5814.29,7,3922.7,Female,Full-Time,Bachelor,Home,West,Married,2023,36,2023-04-11,0
58,,745,10017.75,6.94,5.0,4.6,80008.55,9,9328.25,Female,Retired,Bachelor,Education,South,Married,2024,84,2024-08-08,0
24,69721.03,655,30556.96,9.41,1.0,23.1,3239.62,9,13144.23,Male,Full-Time,High School,Education,Central,Married,2018,48,2018-09-20,0
37,30634.18,641,4570.95,41.47,4.0,2.2,5802.39,2,6168.44,Male,Full-Time,High School,Home,North,Married,2016,60,2016-05-14,0
45,28096.91,530,65636.94,68.23,0.0,7.1,589.55,5,10756.76,Male,Self-Employed,Master,Home,Central,Married,2013,60,2013-11-28,1
22,64081.75,731,11197.07,74.88,6.0,0.2,3837.81,7,18068.37,Male,Full-Time,,Personal,East,Single,2011,60,2011-04-21,1
53,17800.11,736,4826.9,25.57,5.0,,8462.72,0,6535.23,Male,Self-Employed,Bachelor,Car,South,Divorced,2018,36,2018-05-22,0
38,79296.79,487,28375.49,40.89,3.0,0.4,3142.64,9,21919.61,Female,Full-Time,,Personal,South,,2020,12,2020-04-25,0
37,35404.89,802,7919.66,45.32,3.0,9.9,3059.79,5,6927.37,Male,Full-Time,Master,Home,West,Single,2021,12,2021-07-28,0
26,70475.39,695,11157.32,42.34,3.0,15.4,461.34,3,21826.72,Female,Retired,Bachelor,Business,East,Widowed,2011,48,2011-03-13,0
51,32239.2,765,10381.72,37.13,0.0,,2974.95,3,5628.52,Male,Unemployed,Bachelor,Home,North,Married,2011,60,2011-06-06,0
73,62739.05,595,57178.09,54.69,5.0,1.8,1982.35,2,24267.03,Male,Full-Time,Master,Business,West,Single,2012,12,2012-04-25,0
21,30707.97,655,14658.62,72.51,5.0,7.0,3268.04,8,6786.96,Non-Binary,Full-Time,Master,Education,West,Single,2012,36,2012-06-10,0
52,34845.02,693,51098.5,19.6,0.0,16.7,28816.5,3,10045.43,Male,Self-Employed,Master,Car,South,Single,2020,24,2020-11-27,0
33,72270.66,701,17353.73,3.01,2.0,5.4,21570.17,8,26210.12,Male,Part-Time,Bachelor,Home,Central,Divorced,2021,36,2021-01-15,0
74,65126.84,766,10379.16,50.02,3.0,1.7,27356.24,1,15124.08,Male,Part-Time,Master,Home,West,Single,2015,60,2015-07-24,1
35,32863.24,649,5012.37,22.67,3.0,0.6,1578.37,9,7721.94,Non-Binary,Retired,Master,Car,East,,2016,60,2016-05-13,0
24,37769.04,785,13998.74,51.55,,4.3,10710.34,2,11349.52,Female,Full-Time,Bachelor,Car,Central,,2011,12,2011-03-09,0
65,125217.9,624,15033.85,10.93,6.0,0.9,9414.49,4,45026.25,Female,Full-Time,High School,Education,North,Single,2023,48,2023-06-26,0
58,16631.05,652,8477.28,41.48,,2.4,2749.36,0,2929.03,Male,Full-Time,Bachelor,Home,East,Widowed,2015,60,2015-12-14,0
24,51737.84,788,3937.31,36.67,3.0,13.0,4109.55,6,11388.45,Male,Self-Employed,,Car,North,,2019,60,2019-06-10,0
37,124000.78,701,3212.3,24.68,0.0,0.1,20976.08,7,25540.84,Female,Full-Time,High School,Car,South,Single,2016,60,2016-01-11,0
45,29625.75,583,14604.07,15.9,5.0,0.2,2074.15,4,8398.56,Female,Unemployed,High School,Business,Central,Married,2018,36,2018-04-24,1
23,56487.31,681,33641.9,16.0,1.0,5.4,2835.22,0,16581.75,Male,Full-Time,,Education,Central,Married,2022,24,2022-11-12,0
66,43050.85,442,6701.33,25.05,2.0,7.3,2749.77,4,7259.66,Male,Part-Time,Master,Education,North,Divorced,2016,60,2016-09-26,0
28,20580.5,850,12164.72,10.04,4.0,14.4,,6,3898.32,Female,Unemployed,Bachelor,Business,North,Divorced,2020,84,2020-02-06,0
59,57264.9,484,12799.48,21.27,1.0,5.1,2800.2,4,13163.2,Male,Retired,PhD,Personal,West,Single,2024,60,2024-06-18,1
72,66147.15,579,23574.76,3.1,,3.0,19513.31,0,11653.93,Male,Retired,Master,Education,West,,2012,36,2012-02-25,0
38,37982.55,577,16838.14,39.63,0.0,15.3,17931.88,9,7147.75,Male,Self-Employed,,Home,South,Married,2012,60,2012-05-07,1
44,85757.02,666,22745.44,41.32,6.0,23.5,1911.77,1,19480.61,Female,Self-Employed,Master,Home,North,Married,2024,60,2024-10-13,0
48,41347.31,611,4030.18,52.88,4.0,6.6,6100.9,3,,Male,Retired,Bachelor,Business,North,Married,2018,48,2018-04-28,0
74,67951.24,606,5522.27,28.13,6.0,0.1,1746.05,4,14146.58,Female,Full-Time,Master,Home,Central,Single,2024,36,2024-05-19,0
58,68848.61,646,23736.83,31.88,4.0,23.8,2733.15,5,15458.06,Female,Self-Employed,PhD,Education,West,Widowed,2019,36,2019-07-10,0
63,,732,14358.72,52.01,1.0,2.6,2428.81,4,3011.8,Male,Retired,Master,Personal,West,,2024,48,2024-12-11,1
26,,610,36797.7,34.35,2.0,0.4,11710.27,0,7393.09,Female,Full-Time,Bachelor,Personal,East,Single,2020,48,2020-04-03,0
25,78731.17,571,34447.6,46.57,0.0,32.9,4974.27,7,,Male,Full-Time,PhD,Medical,Central,,2012,36,2012-11-25,1
48,,608,45191.08,6.27,5.0,,8850.42,1,5340.47,Female,Full-Time,,Home,North,Married,2015,12,2015-11-22,0
55,46477.7,602,10970.64,19.68,2.0,11.8,1319.47,3,10400.27,Female,Part-Time,,Home,South,Married,2017,36,2017-03-27,1
44,74202.7,621,24724.99,21.99,5.0,3.5,3378.07,6,13005.67,Male,Unemployed,,Home,Central,Divorced,2015,36,2015-10-04,0
55,10993.8,707,48086.45,18.98,1.0,9.4,4992.43,3,2217.08,Male,Full-Time,Bachelor,Personal,Central,Married,2023,60,2023-07-16,0
70,80231.47,502,26397.2,28.69,3.0,4.0,8791.25,0,17845.97,Male,Full-Time,PhD,Medical,South,Single,2014,48,2014-01-13,0
18,38572.16,765,10554.18,31.3,4.0,8.2,5207.47,0,12066.0,Female,Full-Time,Master,Education,North,Divorced,2016,12,2016-07-26,0
42,27783.26,596,13740.05,18.22,0.0,12.6,24361.2,0,9890.24,Male,Full-Time,,Medical,South,Single,2024,60,2024-02-14,1
35,55874.34,716,6958.79,20.05,,3.7,3398.33,2,9842.94,Female,Full-Time,Bachelor,Car,Central,Married,2018,36,2018-12-08,0
59,40687.08,790,30627.48,36.16,2.0,,3996.54,1,12716.61,Male,Full-Time,Master,Car,East,Divorced,2021,60,2021-06-14,0
62,,529,9042.22,30.06,5.0,,20856.25,1,30288.76,Female,Full-Time,,Education,North,Married,2015,48,2015-02-01,0
19,15645.18,586,9867.73,6.69,5.0,,930.34,8,3870.92,Female,Full-Time,High School,Home,South,Married,2014,36,2014-12-11,0
50,48549.61,549,7022.91,12.76,1.0,0.4,1379.81,8,13441.36,Female,Self-Employed,Master,Personal,East,Single,2019,24,2019-01-09,1
41,43464.31,636,14415.87,14.95,2.0,7.1,1896.63,0,7975.29,Male,Full-Time,,Medical,North,Divorced,2021,48,2021-04-16,0
61,25440.92,722,9873.03,26.66,0.0,6.6,8488.89,1,5064.37,Male,Part-Time,Bachelor,Car,Central,Single,2014,36,2014-06-11,0
50,109259.69,709,9066.22,31.16,5.0,0.8,13636.85,8,38276.21,Female,Full-Time,,Business,North,Single,2018,60,2018-05-08,1
68,,568,67208.07,26.98,0.0,13.7,2817.07,0,33562.18,Female,Part-Time,Master,Personal,Central,Married,2015,60,2015-01-25,1
59,36128.78,675,35933.04,44.57,5.0,1.8,17349.5,4,8483.9,Male,Self-Employed,Bachelor,Business,Central,Single,2021,48,2021-05-04,0
39,47413.29,569,11644.42,36.1,5.0,8.6,12721.27,5,9052.19,Male,Unemployed,High School,Home,West,Married,2020,36,2020-12-23,1
50,40488.65,780,41762.92,30.63,0.0,3.1,441.26,4,8801.25,Male,Part-Time,Bachelor,Home,South,Single,2019,84,2019-06-26,0
32,44856.56,755,15329.9,31.65,3.0,3.1,18747.86,0,8010.62,Female,Retired,High School,Home,Central,,2015,36,2015-03-10,0
20,43823.45,503,24235.48,13.27,2.0,3.1,8006.94,0,7769.25,Female,Self-Employed,,Home,West,Single,2020,36,2020-11-06,0
22,76007.35,700,50883.22,8.14,3.0,8.2,4925.82,2,,Female,Full-Time,,Business,West,Widowed,2020,48,2020-10-14,0
48,29305.96,626,49732.42,63.56,0.0,0.5,8897.93,0,7682.89,Male,Self-Employed,PhD,Personal,Central,Single,2015,36,2015-11-02,1
30,47745.12,618,13522.97,37.24,6.0,12.2,,2,8119.6,Female,Full-Time,High School,Car,Central,Married,2011,36,2011-01-17,0
70,70455.88,601,5773.67,36.31,2.0,2.4,12666.78,8,12229.82,Male,Full-Time,Bachelor,Home,North,,2023,36,2023-09-15,0
30,,850,14108.75,29.32,5.0,1.1,11285.41,0,9944.59,Male,Retired,Master,Personal,East,Married,2024,36,2024-06-18,0
54,36530.48,578,9976.28,31.65,1.0,1.4,2267.84,0,10704.02,Male,Unemployed,High School,Car,East,Single,2017,60,2017-12-03,0
26,62384.83,729,14741.21,17.85,3.0,0.8,1377.98,0,13997.31,Male,Full-Time,,Home,West,Married,2013,60,2013-09-21,0
20,28144.07,709,11171.97,13.27,2.0,10.4,1368.28,7,8905.68,Female,Full-Time,Bachelor,Business,South,Single,2020,48,2020-08-21,0
72,78864.42,608,11178.76,41.51,5.0,10.4,1446.58,6,17814.16,Female,Full-Time,Master,Medical,West,Divorced,2024,48,2024-07-04,1
55,29800.45,637,12962.9,20.09,0.0,4.0,1630.04,8,,Male,Retired,Bachelor,Business,East,Single,2020,12,2020-09-28,0
22,46479.52,660,9260.3,22.42,4.0,0.2,4032.04,7,17795.04,Male,Full-Time,Bachelor,Car,East,Married,2020,24,2020-11-11,0
33,35241.89,702,15252.4,4.78,0.0,0.8,2651.4,5,6558.37,Male,Full-Time,Bachelor,Personal,West,Single,2019,24,2019-12-24,0
32,92079.39,632,3558.35,12.94,0.0,,3450.28,9,,Female,Full-Time,Master,Home,South,Married,2010,48,2010-04-01,0
74,166418.96,626,22388.92,14.46,1.0,0.1,14305.2,9,30158.81,Male,Self-Employed,Bachelor,Personal,North,Single,2015,36,2015-01-24,0
67,394408.96,748,12768.62,36.85,6.0,12.2,11908.14,4,84911.12,Female,Self-Employed,High School,Home,North,Married,2020,60,2020-08-25,0
73,23355.27,699,34973.5,11.05,3.0,15.1,281.85,3,6129.14,Female,Full-Time,High School,Education,South,Divorced,2015,60,2015-12-19,0
49,33282.86,697,8087.68,16.44,2.0,3.5,2962.85,8,5549.83,Male,Full-Time,Bachelor,Business,North,Divorced,2023,60,2023-09-26,0
73,229186.58,622,6355.8,73.33,2.0,8.7,13341.01,5,43575.91,Female,Unemployed,Bachelor,Home,North,Single,2022,36,2022-01-14,0
52,109208.09,666,16701.43,11.33,5.0,3.0,10387.19,3,40535.43,Male,Self-Employed,Master,Business,Central,Divorced,2018,84,2018-03-28,0
46,31603.04,633,5557.6,20.08,4.0,9.6,3444.68,4,9059.51,Female,Part-Time,Bachelor,Education,North,Married,2018,60,2018-02-03,0
25,24457.71,525,6081.94,32.59,6.0,14.2,21974.87,9,9759.49,Male,Part-Time,Bachelor,Home,East,,2016,60,2016-10-15,1
31,43632.47,507,43559.55,28.73,0.0,4.9,6093.72,5,8751.26,Male,Unemployed,,Education,South,Married,2019,36,2019-09-13,1
27,31557.26,644,16332.25,57.45,3.0,2.6,6201.9,7,6071.51,Female,Full-Time,Master,Education,West,Married,2019,36,2019-09-17,1
58,73683.01,805,8530.54,61.23,2.0,22.6,8395.55,5,13527.21,Male,Unemployed,Bachelor,Car,North,Single,2013,48,2013-09-15,0
35,42883.65,672,13499.09,25.42,4.0,4.2,9743.47,0,12146.01,Male,Part-Time,Master,Medical,North,Widowed,2013,48,2013-04-28,1
31,46748.73,589,35629.31,20.79,0.0,0.3,7542.98,4,11548.95,Female,Self-Employed,PhD,Home,East,Single,2019,48,2019-03-13,0
23,109474.19,769,22957.77,11.35,3.0,5.1,4157.47,0,31627.36,Female,Retired,High School,Medical,Central,Divorced,2018,12,2018-02-06,1
23,19778.01,515,5680.13,38.82,,5.3,3958.54,5,,Female,Unemployed,Master,Car,Central,,2024,84,2024-07-16,1
38,29100.62,503,12370.81,21.24,5.0,2.8,820.05,6,7460.6,Female,Part-Time,High School,Personal,East,Widowed,2014,84,2014-05-03,1
61,46454.91,716,17524.88,38.06,4.0,6.9,1387.78,4,12326.44,Male,Unemployed,High School,Personal,South,Single,2012,12,2012-11-09,0
50,57489.69,644,1224.52,10.23,2.0,11.0,1581.61,3,,Male,Full-Time,High School,Home,South,Married,2011,12,2011-07-26,0
22,50244.72,639,24160.54,24.04,5.0,4.5,1868.28,7,8651.36,Female,Self-Employed,Master,Business,East,Single,2021,48,2021-03-09,0
41,97743.05,612,7948.12,52.9,4.0,28.5,33691.93,5,18904.87,Male,Full-Time,Master,Personal,Central,,2014,36,2014-02-26,0
58,,731,22576.9,52.13,2.0,6.4,21575.88,4,5863.91,Male,Full-Time,,Home,East,,2020,60,2020-12-22,0
22,70726.84,710,10422.73,32.17,2.0,2.5,,5,,Male,Full-Time,,Business,South,Single,2022,60,2022-10-12,1
24,109470.67,765,25563.21,17.27,5.0,3.2,3745.26,6,21096.62,Male,Part-Time,Master,Car,Central,,2014,60,2014-06-09,0
23,62765.36,628,20329.11,12.93,3.0,13.8,5941.64,8,15024.25,Male,Retired,Master,Medical,South,Married,2016,48,2016-02-24,0
59,86043.34,518,3647.64,6.18,6.0,1.9,2289.48,9,16203.17,Female,Part-Time,Master,Medical,North,Married,2021,84,2021-03-20,1
43,60684.41,563,7264.95,46.28,2.0,1.6,21635.05,4,17147.38,Female,Full-Time,High School,Personal,South,,2020,84,2020-01-14,1
53,40956.28,850,9044.18,49.2,3.0,0.6,2236.64,6,8834.59,Female,Full-Time,Master,Business,North,,2020,60,2020-07-18,1
23,19001.21,505,8262.38,35.34,2.0,1.4,717.52,6,6204.2,Male,Unemployed,High School,Car,East,Divorced,2023,60,2023-03-13,0
59,48464.48,539,13383.7,73.12,5.0,4.9,60121.93,3,12122.54,Male,Full-Time,Master,Business,North,Married,2024,36,2024-07-19,1
62,115371.65,622,12635.14,14.3,6.0,,6252.24,5,21709.51,Male,Full-Time,Bachelor,Business,West,Married,2023,48,2023-02-10,0
71,37477.52,557,6968.21,35.9,,2.0,3672.63,8,8584.46,Male,Full-Time,High School,Business,West,Married,2010,84,2010-04-23,1
41,32780.8,635,1988.29,25.85,4.0,13.8,2140.34,7,,Female,Full-Time,Master,Home,West,Divorced,2020,36,2020-05-09,0
29,103057.07,709,29706.2,24.56,2.0,4.9,7482.57,4,22175.33,Male,Full-Time,Bachelor,Home,West,Single,2015,84,2015-11-26,0
40,201208.88,694,7229.28,17.59,2.0,9.8,3776.53,3,73481.71,Female,Unemployed,High School,Home,East,,2016,48,2016-09-22,0
66,103981.2,529,8714.62,38.7,3.0,5.7,9828.13,4,20892.56,Male,Self-Employed,Master,Personal,West,Married,2010,12,2010-10-23,1
30,58674.13,633,39689.45,14.44,1.0,0.1,2193.62,8,,Female,Self-Employed,Bachelor,Medical,East,,2022,84,2022-04-19,1
43,101662.83,590,7167.54,78.84,1.0,3.0,4076.88,8,24843.14,Female,Full-Time,Bachelor,Education,South,Married,2014,48,2014-09-05,1
66,73514.73,604,13362.83,7.72,6.0,9.7,2595.11,0,19420.41,Male,Unemployed,Bachelor,Car,North,Single,2021,24,2021-01-19,0
65,63379.98,667,28590.31,22.92,3.0,11.4,566.88,8,,Female,Part-Time,Master,Car,Central,Single,2019,84,2019-08-11,0
24,103990.0,693,18912.67,27.37,4.0,3.3,,6,33084.73,Male,Retired,High School,Home,East,Single,2018,36,2018-02-07,0
49,39755.6,706,3180.56,21.49,3.0,0.3,2954.91,2,8274.02,Female,Full-Time,,Business,East,Single,2015,60,2015-12-19,0
70,54147.58,651,29624.44,38.12,2.0,0.3,1437.34,9,12622.22,Male,Self-Employed,,Business,South,Married,2016,48,2016-04-05,1
36,28305.47,602,31632.87,40.56,4.0,1.3,4417.65,1,5103.6,Female,Full-Time,High School,Home,East,Married,2023,24,2023-02-27,1
60,91020.47,558,12961.78,38.72,0.0,11.4,3324.26,3,17057.82,Female,Retired,Bachelor,Business,North,Married,2013,60,2013-02-17,1
65,74350.82,605,47344.56,45.84,4.0,3.6,1673.78,8,13322.51,Female,Full-Time,High School,Personal,Central,Single,2019,60,2019-09-23,1
65,34418.66,514,10546.64,12.89,1.0,4.1,324.67,0,8258.78,Female,Full-Time,High School,Home,Central,Married,2021,36,2021-03-17,1
44,24504.64,716,14517.26,17.4,2.0,0.3,2266.93,3,7096.5,Female,Part-Time,Bachelor,Car,West,,2017,24,2017-07-24,0
20,173776.89,696,9997.38,28.26,,8.6,5106.97,2,46574.24,Male,Self-Employed,Bachelor,Medical,West,Single,2015,12,2015-12-10,0
68,94493.79,709,15652.42,23.56,1.0,5.2,5709.3,3,23042.56,Male,Part-Time,Master,Medical,West,Divorced,2013,48,2013-11-02,0
44,84782.2,688,41474.9,22.96,0.0,,1056.37,5,15068.13,Female,Part-Time,Master,Personal,Central,Single,2023,36,2023-08-09,0
26,94723.91,765,55786.8,11.34,1.0,3.0,401.91,4,21269.89,Male,Self-Employed,Bachelor,Car,South,Single,2022,36,2022-06-25,0
61,36041.56,642,15727.12,14.08,6.0,4.4,4109.54,8,10463.88,Male,Self-Employed,Bachelor,Car,East,Single,2012,24,2012-04-03,0
20,40839.54,527,15296.56,63.3,6.0,19.6,2405.86,4,7451.65,Female,Unemployed,Master,Home,East,Single,2022,60,2022-08-14,1
62,56231.5,561,4468.02,37.42,4.0,1.4,24364.41,5,20424.52,Male,Self-Employed,Bachelor,Medical,North,Married,2014,48,2014-04-19,1
34,78449.32,472,9452.1,37.16,1.0,4.1,,0,17225.02,Male,Self-Employed,,Home,West,,2018,60,2018-06-02,1
57,48564.03,705,15210.79,42.41,4.0,9.1,6607.85,3,18187.97,Male,Unemployed,Bachelor,Home,West,Single,2012,12,2012-05-15,0
40,65277.47,635,22946.76,45.17,5.0,10.3,2787.07,7,11620.69,Male,Full-Time,Master,Business,North,Divorced,2022,24,2022-03-09,1
61,81816.53,543,14720.1,41.74,2.0,,12120.7,4,15206.46,Female,Unemployed,,Personal,West,Divorced,2020,60,2020-01-07,1
35,,829,32545.81,24.4,4.0,3.3,5693.26,4,17246.67,Female,Self-Employed,High School,Home,Central,Single,2023,60,2023-01-26,0
69,35411.82,530,7340.45,33.44,6.0,4.1,20668.4,1,8563.08,Male,Full-Time,Master,Car,North,,2016,48,2016-09-16,0
65,45855.22,749,3585.21,32.49,5.0,6.0,15236.75,2,8899.23,Female,Full-Time,Bachelor,Education,North,Married,2019,48,2019-04-05,0
21,,686,7841.83,49.38,2.0,2.3,5730.8,2,13380.11,Male,Full-Time,PhD,Home,East,Married,2020,48,2020-05-22,0
43,15204.25,681,8039.7,58.42,0.0,5.1,6731.78,6,2626.3,Male,Full-Time,High School,Personal,West,Divorced,2019,60,2019-08-16,0
24,40571.46,617,22070.83,16.85,0.0,0.2,5853.52,3,11110.14,Male,Full-Time,High School,Home,East,Married,2017,24,2017-03-13,1
21,46703.26,668,31971.98,23.79,3.0,4.4,4321.44,5,15783.25,Female,Full-Time,Bachelor,Education,West,Divorced,2017,84,2017-09-12,0
74,33367.95,622,16381.83,41.94,3.0,4.6,1550.72,4,6372.7,Female,Full-Time,,Personal,North,Single,2018,12,2018-10-22,0
40,,620,22861.12,18.83,0.0,1.9,8119.44,4,3471.93,Male,Full-Time,High School,Home,East,Married,2016,48,2016-10-27,0
28,63014.72,690,7843.13,26.27,6.0,0.0,18598.54,3,19020.91,Female,Full-Time,Master,Education,Central,Married,2021,60,2021-09-26,0
57,127924.87,558,4637.92,5.12,6.0,7.3,2591.29,9,29080.21,Female,Self-Employed,,Business,North,Married,2019,48,2019-06-24,0
43,35684.68,538,49051.72,51.42,2.0,3.3,2877.35,8,8725.0,Male,Full-Time,,Car,North,Single,2014,60,2014-11-17,1
45,77470.44,821,18194.24,27.28,,,4137.19,4,24967.87,Non-Binary,Self-Employed,PhD,Personal,South,Married,2015,60,2015-01-21,0
38,50480.92,642,70053.99,39.38,,9.5,6678.34,9,,Non-Binary,Full-Time,Bachelor,Business,Central,Single,2023,36,2023-04-10,1
25,,732,18315.79,69.64,0.0,0.9,47044.64,7,11010.9,Male,Full-Time,Bachelor,Medical,Central,Divorced,2022,36,2022-04-15,1
56,101541.68,718,9061.86,28.44,,3.3,6705.97,6,,Female,Part-Time,High School,Education,Central,Single,2023,84,2023-09-01,0
59,50794.44,689,4297.17,35.02,6.0,9.3,883.46,8,8986.97,Female,Full-Time,Bachelor,Home,West,Married,2021,36,2021-11-28,0
62,65029.6,644,31192.85,7.94,2.0,1.8,12141.94,5,,Male,Part-Time,Master,Personal,West,Single,2023,48,2023-06-08,0
18,68747.38,602,41066.71,39.56,6.0,8.8,15241.27,1,20545.71,Female,Unemployed,Bachelor,Home,Central,Single,2019,36,2019-12-20,0
71,64342.51,535,11712.44,1.77,4.0,8.5,490.66,0,,Non-Binary,Retired,Master,Car,West,Married,2014,60,2014-02-05,1
24,27089.41,838,14544.32,17.09,1.0,2.2,10963.99,0,4879.36,Male,Retired,High School,Personal,South,Married,2022,36,2022-03-14,0
21,103727.11,527,10548.06,51.12,5.0,0.6,496.64,1,17369.23,Female,Retired,PhD,Personal,South,Married,2020,84,2020-01-13,1
62,80949.76,689,75893.67,43.65,3.0,1.5,,0,,Female,Part-Time,,Medical,West,Married,2024,84,2024-02-11,1
26,87839.35,710,12239.03,38.35,5.0,5.5,7416.06,4,30581.95,Female,Full-Time,High School,Personal,East,Married,2022,60,2022-08-02,0
50,60424.63,551,10474.27,47.76,1.0,10.0,8378.4,0,14301.26,Male,Full-Time,High School,Business,Central,Married,2017,24,2017-05-17,1
26,54291.01,476,22028.87,43.65,0.0,0.0,18627.71,3,9785.78,Male,Full-Time,PhD,Car,West,Single,2015,84,2015-06-13,1
42,14767.82,726,25922.18,68.89,6.0,4.8,3736.11,3,5302.27,Male,Part-Time,PhD,Business,East,,2021,48,2021-09-20,1
37,41625.62,537,6947.67,53.76,,17.8,7296.41,7,7933.6,Male,Self-Employed,Master,Car,Central,Married,2015,36,2015-09-08,1
48,62869.42,695,13187.25,38.31,5.0,,7087.6,7,,Male,Full-Time,Bachelor,Business,Central,Single,2020,36,2020-04-16,0
32,84651.2,755,35843.5,36.21,1.0,0.7,7480.57,4,24861.13,Female,Part-Time,Bachelor,Home,North,Divorced,2013,36,2013-06-05,0
25,35292.98,559,4394.39,5.4,4.0,1.0,1637.88,8,7003.98,Female,Part-Time,High School,Medical,North,,2021,36,2021-07-28,1
55,36882.5,688,4877.62,32.62,1.0,1.5,8405.25,6,7164.59,Female,Unemployed,Bachelor,Education,Central,Divorced,2015,36,2015-11-11,0
